10
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
end
-4.2126,2.01473,4.1256,0.954924,-0.14514,-0.251729,-0.0607236
0,0,0,1,0,0,0
-0.699421,0.935562,0.748588,0.345477,0.667697,0.531111,-0.39083
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
2,1,0,1,0,0,0
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
end
-4.2126,2.01473,4.1256,0.954924,-0.14514,-0.251729,-0.0607236
0,0,0,1,0,0,0
-0.699421,0.935562,0.748588,0.46212,0.148323,0.57794,-0.656072
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
2,1,0,1,0,0,0
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
end
-4.2126,2.01473,4.1256,0.835313,-0.180178,-0.518765,-0.0258905
0,0,0,1,0,0,0
-0.699421,0.935562,0.748588,0.793289,0.450513,0.356281,-0.201976
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
2,1,0,1,0,0,0
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
end
-4.2126,2.01473,4.1256,0.835313,-0.180178,-0.518765,-0.0258905
0,0,0,1,0,0,0
0.42515,1.29817,2.87853,0.793289,0.450513,0.356281,-0.201976
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
2,1,0,1,0,0,0
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
end
-4.2126,2.01473,4.1256,0.835313,-0.180178,-0.518765,-0.0258905
0,0,0,1,0,0,0
0.27566,-0.474578,4.02024,0.793289,0.450513,0.356281,-0.201976
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
2,1,0,1,0,0,0
0.5,0.75,0,1,0,0,0
0.7,0,0,1,0,0,0
-0.5,0.75,0,1,0,0,0
-0.7,0,0,1,0,0,0
0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
-0.25,-0.75,0,1,0,0,0
0,-0.7,0,1,0,0,0
0,0.75,0,1,0,0,0
end
